Date,Date,Date
12/11/2010,12/11/2010,361
12/11/2011,12/11/2011,309
12/11/2012,12/11/2012,350
12/11/2013,12/11/2013,394
12/11/2014,12/11/2014,322
12/11/2015,12/11/2015,370
12/11/2016,12/11/2016,445
12/11/2017,12/11/2017,405
12/12/2003,12/12/2003,393
12/12/2004,12/12/2004,331
12/12/2005,12/12/2005,362
12/12/2006,12/12/2006,324
12/12/2007,12/12/2007,406
12/12/2008,12/12/2008,358
12/12/2009,12/12/2009,326
12/12/2010,12/12/2010,358
12/12/2011,12/12/2011,348
12/12/2012,12/12/2012,355
12/12/2013,12/12/2013,360
12/12/2014,12/12/2014,433
12/12/2015,12/12/2015,351
12/12/2016,12/12/2016,446
12/12/2017,12/12/2017,382
12/13/2003,12/13/2003,322
12/13/2004,12/13/2004,400
12/13/2005,12/13/2005,340
12/13/2006,12/13/2006,377
12/13/2007,12/13/2007,378
12/13/2008,12/13/2008,364
12/13/2009,12/13/2009,273
12/13/2010,12/13/2010,399
12/13/2011,12/13/2011,329
12/13/2012,12/13/2012,404
12/13/2013,12/13/2013,387
12/13/2014,12/13/2014,415
12/13/2015,12/13/2015,349
12/13/2016,12/13/2016,417
12/13/2017,12/13/2017,407
12/14/2003,12/14/2003,322
12/14/2004,12/14/2004,429
12/14/2005,12/14/2005,371
12/14/2006,12/14/2006,345
12/14/2007,12/14/2007,394
12/14/2008,12/14/2008,292
12/14/2009,12/14/2009,328
12/14/2010,12/14/2010,289
12/14/2011,12/14/2011,371
12/14/2012,12/14/2012,421
12/14/2013,12/14/2013,392
12/14/2014,12/14/2014,375
12/14/2015,12/14/2015,364
12/14/2016,12/14/2016,507
12/14/2017,12/14/2017,439
12/15/2003,12/15/2003,401
12/15/2004,12/15/2004,495
12/15/2005,12/15/2005,394
12/15/2006,12/15/2006,431
12/15/2007,12/15/2007,357
12/15/2008,12/15/2008,347
12/15/2009,12/15/2009,408
12/15/2010,12/15/2010,438
12/15/2011,12/15/2011,379
12/15/2012,12/15/2012,374
12/15/2013,12/15/2013,370
12/15/2014,12/15/2014,366
12/15/2015,12/15/2015,349
12/15/2016,12/15/2016,411
12/15/2017,12/15/2017,457
12/16/2003,12/16/2003,442
12/16/2004,12/16/2004,401
12/16/2005,12/16/2005,431
12/16/2006,12/16/2006,347
12/16/2007,12/16/2007,2
12/16/2008,12/16/2008,332
12/16/2009,12/16/2009,370
12/16/2010,12/16/2010,409
12/16/2011,12/16/2011,445
12/16/2012,12/16/2012,407
12/16/2013,12/16/2013,420
12/16/2014,12/16/2014,355
12/16/2015,12/16/2015,373
12/16/2016,12/16/2016,482
12/16/2017,12/16/2017,429
12/17/2003,12/17/2003,367
12/17/2004,12/17/2004,419
12/17/2005,12/17/2005,320
12/17/2006,12/17/2006,319
12/17/2007,12/17/2007,414
12/17/2008,12/17/2008,343
12/17/2009,12/17/2009,423
12/17/2010,12/17/2010,364
12/17/2011,12/17/2011,372
12/17/2012,12/17/2012,367
12/17/2013,12/17/2013,424
12/17/2014,12/17/2014,406
12/17/2015,12/17/2015,362
12/17/2016,12/17/2016,417
12/17/2017,12/17/2017,394
12/18/2003,12/18/2003,391
12/18/2004,12/18/2004,352
12/18/2005,12/18/2005,308
12/18/2006,12/18/2006,350
12/18/2007,12/18/2007,347
12/18/2008,12/18/2008,323
12/18/2009,12/18/2009,365
12/18/2010,12/18/2010,384
12/18/2011,12/18/2011,331
12/18/2012,12/18/2012,396
12/18/2013,12/18/2013,407
12/18/2014,12/18/2014,434
12/18/2015,12/18/2015,290
12/18/2016,12/18/2016,366
12/18/2017,12/18/2017,415
12/19/2003,12/19/2003,355
12/19/2004,12/19/2004,355
12/19/2005,12/19/2005,318
12/19/2006,12/19/2006,359
12/19/2007,12/19/2007,415
12/19/2008,12/19/2008,372
12/19/2009,12/19/2009,347
12/19/2010,12/19/2010,328
12/19/2011,12/19/2011,393
12/19/2012,12/19/2012,441
12/19/2013,12/19/2013,412
12/19/2014,12/19/2014,448
12/19/2015,12/19/2015,259
12/19/2016,12/19/2016,433
12/19/2017,12/19/2017,365
12/20/2003,12/20/2003,365
12/20/2004,12/20/2004,386
12/20/2005,12/20/2005,346
12/20/2006,12/20/2006,385
12/20/2007,12/20/2007,439
12/20/2008,12/20/2008,458
12/20/2009,12/20/2009,343
12/20/2010,12/20/2010,406
12/20/2011,12/20/2011,405
12/20/2012,12/20/2012,419
12/20/2013,12/20/2013,413
12/20/2014,12/20/2014,420
12/20/2015,12/20/2015,309
12/20/2016,12/20/2016,460
12/20/2017,12/20/2017,424
12/21/2003,12/21/2003,361
12/21/2004,12/21/2004,378
12/21/2005,12/21/2005,352
12/21/2006,12/21/2006,334
12/21/2007,12/21/2007,368
12/21/2008,12/21/2008,336
12/21/2009,12/21/2009,337
12/21/2010,12/21/2010,372
12/21/2011,12/21/2011,351
12/21/2012,12/21/2012,446
12/21/2013,12/21/2013,339
12/21/2014,12/21/2014,415
12/21/2015,12/21/2015,275
12/21/2016,12/21/2016,400
12/21/2017,12/21/2017,436
12/22/2003,12/22/2003,392
12/22/2004,12/22/2004,412
12/22/2005,12/22/2005,347
12/22/2006,12/22/2006,300
12/22/2007,12/22/2007,325
12/22/2008,12/22/2008,390
12/22/2009,12/22/2009,390
12/22/2010,12/22/2010,391
12/22/2011,12/22/2011,393
12/22/2012,12/22/2012,398
12/22/2013,12/22/2013,327
12/22/2014,12/22/2014,440
12/22/2015,12/22/2015,377
12/22/2016,12/22/2016,477
12/22/2017,12/22/2017,407
12/23/2003,12/23/2003,346
12/23/2004,12/23/2004,399
12/23/2005,12/23/2005,407
12/23/2006,12/23/2006,344
12/23/2007,12/23/2007,340
12/23/2008,12/23/2008,296
12/23/2009,12/23/2009,416
12/23/2010,12/23/2010,354
12/23/2011,12/23/2011,383
12/23/2012,12/23/2012,287
12/23/2013,12/23/2013,187
12/23/2014,12/23/2014,426
12/23/2015,12/23/2015,394
12/23/2016,12/23/2016,450
12/23/2017,12/23/2017,434
12/24/2003,12/24/2003,287
12/24/2004,12/24/2004,331
12/24/2005,12/24/2005,357
12/24/2006,12/24/2006,292
12/24/2007,12/24/2007,299
12/24/2008,12/24/2008,312
12/24/2009,12/24/2009,313
12/24/2010,12/24/2010,315
12/24/2011,12/24/2011,321
12/24/2012,12/24/2012,332
12/24/2013,12/24/2013,173
12/24/2014,12/24/2014,370
12/24/2015,12/24/2015,421
12/24/2016,12/24/2016,372
12/24/2017,12/24/2017,314
12/25/2003,12/25/2003,234
12/25/2004,12/25/2004,232
12/25/2005,12/25/2005,223
12/25/2006,12/25/2006,237
12/25/2007,12/25/2007,212
12/25/2008,12/25/2008,199
12/25/2009,12/25/2009,231
12/25/2010,12/25/2010,175
12/25/2011,12/25/2011,168
12/25/2012,12/25/2012,217
12/25/2013,12/25/2013,152
12/25/2014,12/25/2014,257
12/25/2015,12/25/2015,280
12/25/2016,12/25/2016,228
12/25/2017,12/25/2017,265
12/26/2003,12/26/2003,284
12/26/2004,12/26/2004,273
12/26/2005,12/26/2005,291
12/26/2006,12/26/2006,308
12/26/2007,12/26/2007,310
12/26/2008,12/26/2008,284
12/26/2009,12/26/2009,268
12/26/2010,12/26/2010,297
12/26/2011,12/26/2011,296
12/26/2012,12/26/2012,307
12/26/2013,12/26/2013,249
12/26/2014,12/26/2014,409
12/26/2015,12/26/2015,378
12/26/2016,12/26/2016,365
12/26/2017,12/26/2017,316
12/27/2003,12/27/2003,321
12/27/2004,12/27/2004,267
12/27/2005,12/27/2005,368
12/27/2006,12/27/2006,304
12/27/2007,12/27/2007,312
12/27/2008,12/27/2008,375
12/27/2009,12/27/2009,350
12/27/2010,12/27/2010,333
12/27/2011,12/27/2011,328
12/27/2012,12/27/2012,413
12/27/2013,12/27/2013,399
12/27/2014,12/27/2014,376
12/27/2015,12/27/2015,344
12/27/2016,12/27/2016,438
12/27/2017,12/27/2017,380
12/28/2003,12/28/2003,296
12/28/2004,12/28/2004,375
12/28/2005,12/28/2005,387
12/28/2006,12/28/2006,293
12/28/2007,12/28/2007,376
12/28/2008,12/28/2008,335
12/28/2009,12/28/2009,312
12/28/2010,12/28/2010,318
12/28/2011,12/28/2011,368
12/28/2012,12/28/2012,413
12/28/2013,12/28/2013,436
12/28/2014,12/28/2014,360
12/28/2015,12/28/2015,365
12/28/2016,12/28/2016,397
12/28/2017,12/28/2017,417
12/29/2003,12/29/2003,316
12/29/2004,12/29/2004,386
12/29/2005,12/29/2005,399
12/29/2006,12/29/2006,318
12/29/2007,12/29/2007,328
12/29/2008,12/29/2008,375
12/29/2009,12/29/2009,355
12/29/2010,12/29/2010,376
12/29/2011,12/29/2011,334
12/29/2012,12/29/2012,430
12/29/2013,12/29/2013,383
12/29/2014,12/29/2014,433
12/29/2015,12/29/2015,382
12/29/2016,12/29/2016,427
12/29/2017,12/29/2017,404
12/30/2003,12/30/2003,372
12/30/2004,12/30/2004,328
12/30/2005,12/30/2005,381
12/30/2006,12/30/2006,344
12/30/2007,12/30/2007,335
12/30/2008,12/30/2008,387
12/30/2009,12/30/2009,360
12/30/2010,12/30/2010,324
12/30/2011,12/30/2011,376
12/30/2012,12/30/2012,441
12/30/2013,12/30/2013,377
12/30/2014,12/30/2014,377
12/30/2015,12/30/2015,472
12/30/2016,12/30/2016,422
12/30/2017,12/30/2017,421
12/31/2003,12/31/2003,323
12/31/2004,12/31/2004,405
12/31/2005,12/31/2005,394
12/31/2006,12/31/2006,367
12/31/2007,12/31/2007,359
12/31/2008,12/31/2008,355
12/31/2009,12/31/2009,345
12/31/2010,12/31/2010,397
12/31/2011,12/31/2011,420
12/31/2012,12/31/2012,360
12/31/2013,12/31/2013,390
12/31/2014,12/31/2014,401
12/31/2015,12/31/2015,414
12/31/2016,12/31/2016,481
12/31/2017,12/31/2017,421
